content	lable
그림 (가)는 질량이 m인 전자가 전자총에서 일정한 전압으로 가속된 후 이중 슬릿을 통과하여 형광판에 만든 간섭무늬를 나타낸 것이다. 그림 (나)는 (가)의 전자총에서 정지해 있던 전자가 등가속도 운동을 하여 전자총에서 방출될 때까지 전자에 작용하는 전기력(알짜힘)의 크기를 전자의 이동 거리에 따라 나타낸 것이다. 	7
"그림 (가)는 주사 전자 현미경(SEM)의 구조를 모식적으로 나타낸 것이다. 그림 (나)는 (가)의 전자총에서 방출되는 전자의 물질파 파장을 전자의 물리량 x에 따라 나타낸 것으로, x는 운동량의 크기와 운동 에너지 중 하나이다."	7
다음은 투과 전자 현미경(TEM) 또는 주사 전자 현미경(SEM)으로 어떤 세포를 관찰하는 실험이다	7
"그림과 같이 사람 A, B, C가 운동을 하고 있다."	1
"그림과 같이 수평면으로부터 같은 높이에서 물체 A를 빗면에 가만히 놓은 순간, 물체 B를 수평 방향으로 던졌더니 A는 빗면에서 등가속도 직선 운동을 하여 수평면에 도달하고, B는 포물선 운동을 하여 수평면에 도달한다"	1
"그림은 빗면에서 등가속도 직선 운동을 하는 물체가 빗면을 따라 올라가는 동안 물체의 위치를 0.4초 간격으로 나타낸 것이고, 표는 점 O로부터 떨어진 물체의 위치를 나타낸 것이다."	1
"그림 (가), (나)와 같이 물체 A, B가 실로 연결되어 각각 등가속도 운동을 한다. A, B의 질량은 각각 m, 2m이다."	1
그림 (가)는 수평면에서 20m/s의 일정한 속도로 운동하던 물체가 수평 방향으로 운동하는 공에 충돌한 후 충돌 전과 같은 방향으로 3m/s의 일정한 속도로 운동하는 모습을 나타낸 것이다. 그림 (나)는 물체가 공으로부터 받은 힘을 시간에 따라 나타낸 것이 다. 물체의 질량은 3kg이다	1
"그림과 같이 물체 A, B가 실로 연결되어 등가속도 운동을 하고 있다. 표는 A가 수평면상의 점 p에서 점 q까지 이동하는 동안 A, B의 운동 에너지 증가량과 중력 퍼텐셜 에너지 감소량을 나타낸 것이다. p와 q 사이의 거리는 1m이다."	2
"그림은 일정량의 이상 기체의 상태가 A → B → C로 변할 때 압력과 부피를 나타낸 것이다. A → B 과정은 등적 과정, B → C 과정은 등압 과정이고, A → B 과정과 B → C 과정에서 기체가 흡수한 열량은 Q¼으로 같다. A, B, C에서 기체의 절대 온도는 각 각 T갵4, Tb, Tc궮甄?"	2
"다음은 핵반응 (가), (나)를 나타낸 것이다. "	3
"그림 (가)와 같이 x축상에 점전하 A, B, C가 고정되어 있다. 그림 (나)는 (가)에서 점 p에 있던 C를 점 q로 옮겨 고정한 모습을 나타낸 것이다. (가)와 (나)에서 C에 작용하는 전기력의 크기와 방향은 같다."	4
"그림은 보어의 수소 원자 모형에서 양자수 n에 따른 전자의 에너지 준위 일부와 전자의 전이 a, b, c를 나타낸 것이다. a, b, c에서 방출되는 빛의 파장은 각각 a, b, c띆甄?"	4
"그림 (가)와 같이 직류 전원 장치에 p-n 접합 다이오드, 저항, p-n 접합 발광 다이오드(LED) A, B를 연결하였더니 A, B에서 빛이 방출되었다. X는 p형 반도체와 n형 반도체 중 하나이다. 그림 (나)는 A와 B의 p-n 접합면에서 전자가 전이하는 과정을 나타낸 것이다."	4
"그림과 같이 정사각형 도선이 종이면에 수직인 균일한 자기장 영역 Ⅰ, Ⅱ를 일정한 속도로 지난다. 표는 정사각형 도선의 중심이 점 a, b, c를 지날 때 도선에 흐르는 유도 전류의 세기와 방향을 나타낸 것이다."	5
"그림 (가)는 파동 P가 매질 Ⅰ에서 매질 Ⅱ로 진행할 때 위치에 따른 매질의 변위를 나타낸 것이고, (나)는 P가 Ⅰ에서 Ⅱ로 입사각 theta로 입사하는 모습을 나타낸 것이다. Ⅰ에서 P의 주기는 0.2초 이다."	6
"그림 (가), (나)와 같이 각각 액체 B, C 속에 잠긴 매질 A에 단색광 P를 입사각 theta0으로 입사시켰더니, A와 B의 경계에서는 전반사하였고, A와 C의 경계에서는 일부는 반사하고 일부는 굴절하였다."	6
"그림 (가)와 같이 광통신에 이용되는 광섬유로 단색광 A, B가 진 공에서 코어로 진행하여 코어와 클래딩의 경계에서 전반사하며 진행한다. i는 진공에서 코어로 진행할 때의 입사각이다. 그림 (나)는 물질 X, Y의 굴절률을 진공에서 빛의 파장에 따라 나타낸 것이다. X, Y는 광섬유의 코어와 클래딩 중 하나를 구성하며, 진공에서 A, B의 파장은 1, 2 중 하나이다"	6
그림은 전하 결합 소자(CCD)에 이용되는 광 다이오드에 단색광 A를 비출 때 저항에서 전류가 흐르는 것을 나타낸 것 이다.	4
다음은 소리의 간섭에 대한 실험이다	6
"그림 (가)는 전자 현미경의 구조를 나타낸 것이고, (나)는 전자총에서 방출되는 전자의 운동량에 따른 전자의 물리량 y를 나타낸 것이다."	7
"그림과 같이 xy 평면에 일정한 세기의 전류가 흐르는 무한히 긴 직선 도선 P와 Q가 y축과 나란하게 고정되어 있다. P에 흐르는 전류의 세기는 I¼이고, 방향은 +y 방향이다. 표는 x축상에 고정하는 Q의 위치와 x=d에서 P, Q의 전류에 의한 자기장의 세기를 나타낸 것이다"	5
"그림과 같이 물체 A, B, C가 실로 연결되어 정지해 있다. 표는 A와 수평면을 연결한 실을 끊은 순간부터 등속도 운동 또는 등가속도 운동을 하는 A의 속도 변화량의 크기 Dv? B의 역학적 에너지 변화량의 크기 DE0, C의 역학적 에너지 변화량의 크기 DE궦?시간에 따라 나타낸 것이다. 시간 t일 때 B와 C를 연결한 실이 끊어지고, 2t일 때 A와 B를 연결한 실이 끊어졌다."	2
그림은 직선상에서 등가속도 운동을 하는 물체의 위치를 시간에 따라 나타낸 것이다	1
"그림은 마찰이 없는 수평면에서 운동하는 물체 A, B의 충돌 전 모습을 나타낸 것이고, 표는 충돌 전과 충돌 후 A, B의 운동량의 크기를 나타낸 것이다. 충돌 전과 후 A, B는 동일 직선상에서 운동하며, 충돌하는 과정에서 역학적 에너지의 합은 증가하지 않는다."	1
"다음은 스타이로폼 박스에 얼음을 넣었을 때, 박스 내부의 공기의 온도가 내려가는 현상에 대한 설명이다."	2
"그림은 학생 A, B, C가 전자 현미경에 대해 대화하는 모습을 나타낸 것이다."	7
"그림 (가), (나)는 보어의 수소 원자 모형에서 전자의 전이를 나타낸 것으로, (가)에서는 바닥상태의 수소 원자가 진동수 f1인 광자 1개를 흡수해 들뜬상태 A로 전이하고, (나)에서는 들뜬상태 B에서 전자가 진동수가 f1, f2인 광자 2개를 방출하며 바닥상태로 전이한다. "	4
"다음은 전자기파 A, B, C에 대한 설명이다."	6
"그림과 같이 관찰자 P에 대해 관찰자 Q가 탄 우주선이 0.8c의 속력으로 직선 운동하고 있다. P의 관성계에서 광원 A, B에서 빛이 동시에 발생하였으며, 이 빛은 시간 t가 흐른 후 검출기 O에 동시에 도달하였다. P의 관성계에서 O에서 A까지의 거리는 L이다. O와 B를 잇는 직선은 우주선의 진행 방향과 나란하고, O와 A를 잇는 직선은 우주선의 진행 방향과 수직이다."	3
"그림과 같이 동일한 p-n 접합 다이오드 A∼E와 저항, 스위치 S, 전압이 일정한 전원을 이용해 회로를 구성하였다. S를 열었을 때는 저항에 전류가 흐르지 않고, S를 닫았을 때는 저항에 일정한 전류가 흐른다. X, Y는 각각 p형 반도체 또는 n형 반도체이다."	4
다음은 전자기 유도에 대한 실험이다.	5
"그림은 단색광 P를 매질 A와 B의 경계 면에 입사각 theta 1로 입사시켰을 때 P가 매질 B를 지나 B와 매질 C의 경계면에서 굴절각 theta 2로 굴절하는 것을 나타낸 것이 다. A와 B, B와 C의 경계면은 서로 나란하고, theta1>theta2이다."	6
"그림 (가)는 단색광을 물질 A에서 물질 B로 입사시켰을 때, 단색광이 굴절각 theta1로 굴절하는 것을, (나)는 광섬유에서 (가)에서의 단색광이 전반사하며 진행하는 모습을 나타낸 것이다. 코어와 클래딩에서의 반사각은 theta2이다. 코어와 클래딩을 구성하는 물질은 A와 B 중 하나이다. "	6
"그림과 같이 단색광 P가 공기로부터 매질 A에 입사각 theta로 입사하고, A와 매질 B의 경계면에서 반사하여 진행한 뒤 A와 매질 C의 경계면에서 반사와 굴절을 한다. Theta0은 A와 B 사이의 임계각이다."	6
"그림은 일정한 방향과 세기의 전류가 흐르는 무한히 긴 직선 도선 A가 y축에 고정되어 있고, 각각 일정한 세기의 전류가 흐르는 원형 도선 B, C가 xy 평면에 고정되어 있는 것을 나타낸 것이다. 점 p는 B와 C의 공통 중심이다. 표는 B와 C에 흐르는 전류의 방향에 따른 p에서의 A, B, C의 전류에 의한 자기장의 세기를 나타낸 것이다."	5
"그림은 두 광전관의 금속판 P, Q에 같은 세기의 단색광 A, B, C 중 2개의 빛을 한 번에 비추는 모습을 나타낸 것이다. 표는 A, B, C 중 2개씩 비추었을 때 P, Q에서 단위 시간당 방출되는 광전자의 수를 나타낸 것이다."	7
다음은 전하 결합 소자(CCD)에 대한 설명이다.	7
"그림 (가)는 마찰이 없는 수평면에서 정지해 있는 물체 B를 향해 질량이 2kg으로 같은 물체 A, C가 각각 5m/s, 1m/s의 속력으로 등속도 운동을 하는 것을 나타낸 것이다. 그림 (나)는 (가)에서 A, B, C가 충돌한 후의 모습을 나타낸 것으로, A는 정지하고, B와 C는 같은 방향으로 각각 1m/s, 1.5m/s의 속력으로 등속도 운동을 한다."	1
"그림과 같이 수평면 위에서 물체 A, B를 용수철의 양 끝에 접촉하여 용수철을 원래 길이에서 d만큼 압축시킨 후 동시에 가만히 놓았더니 A, B가 양쪽 벽에 고정된 용수철을 각각 원래 길이에서 최대로 2L, L만큼 압축시켰다. 세 용수철의 용수철 상수는 같다."	2
"그림은 시간 t=0초일 때 연직 아래로 자유 낙하 하고 있는 질량이 같은 물체 A, B를 나타낸 것으로, 운동 에너지는 A가 B의 9배이다. 0초부터 1초까지 운동 에너지 증가량은 A가 B보다 4E만큼 크고, 0초부터 2초까지 중력 퍼텐셜 에너지 감소량은 A가 B의 2배이다"	2
"그림 (가)는 시간 t=0일 때 물체 A, B, C를 실 p와 q로 연결한 후 A를 가만히 잡고 있는 것을 나타낸 것으로 A는 수평면에, B는 빗면에 놓여 있다. 그림 (나)는 A를 가만히 놓았을 때 B의 속력을 시간에 따라 나타낸 것으로, 1초일 때 p가, 2초일 때 q가 끊어진다. A의 질량은 3m이고, 0초부터 1초까지 중력 퍼텐셜 에너지 감소량은 C가 B의 4배이다."	2
"그림과 같이 직선 도로에서 자동차 A, B가 각각 등가속도 운동을 한다. A, B는 시간 t=0일 때 기준선 P를 동시에 통과한 후 t=4L/v 일 때 기준선 R를 동시에 통과한다. t=0일 때 A의 속력은 v이고, t=2L/v 일 때 B는 기준선 Q를 지난 상태로 A는 Q를 지나지 못한 상태로 B가 A를 2L만큼 앞서 있다. P와 Q, Q와 R 사이의 거리는 5L로 같다. "	1
"그림은 마찰이 없는 빗면 구간을 비스듬히 날아 운동을 하는 스키 선수 P에 대해 학생 A, B, C가 대화하는 모습을 나타낸 것이다."	1
"다음은 전자기파 A, B에 대한 설명이다"	6
다음은 원자로에 대한 설명이다	3
그림은 생활 주변에서 발생하는 소음을 줄이는 방법을 나타낸 것이다.	6
그림과 같이 물체 A와 B를 용수철저울로 연결한 후 A를 실 p로 천장에 매달아 놓았더니 A와 B가 정지해 있었다. 질량은 A가 B의 2배이다.	1
"그림 (가)는 단열된 실린더에 들어 있는 온도가 T0인 이상 기체에 열량 Q를 공급하였더니 기체의 압력이 일정하게 유지되면서 피스톤이 천천히 이동하여 정지한 모습을, (나)는 (가)에서 기체에 W만큼의 일을 해 주었더니 기체의 부피가 감소하면서 피스톤이 천천히 이동하여 정지한 모습을 나타낸 것이다. (가)에서 기체의 부피 증가량과 (나)에서 기체의 부피 감소량은 같다. "	2
"그림은 보어의 수소 원자 모형에서 양자수 n에 따른 에너지 준위 E0의 일부를 나타낸 것이다. 전자의 전이 A, B, C는 각각 빛을 방출하며 n=2인 상태로 전이한다. 방출되는 빛의 파장은 A, B, C 중에서 B에서가 가장 길고, A에서가 가장 짧다"	4
"그림 (가)는 마찰이 없는 수평면에서 물체 A, C가 정지해 있는 물체 B를 향해 같은 운동량의 크기 p로 동일 직선상에서 등속도 운동을 하는 모습을 나타낸 것이다. 그림 (나)는 A가 x=0을 통과하는 순간부터 A, B, C의 위치 x를 시간 t에 따라 나타낸 것이다. 1초일 때 A와 C가 동시에 B와 충돌한 후 A, B, C는 동일 직선상에서 운동한다"	1
"그림 (가)는 규소(Si)에 붕소(B)를 첨가한 반도체 X와 규소(Si)에 비소(As)를 첨가한 반도체 Y를 구성하는 원소와 원자가 전자의 배열을 나타낸 것이다. 그림 (나)는 X, Y를 접합하여 만든 p-n접합 발광 다이오드(LED) A와 동일한 p-n 접합 다이오드 B, C를 연결하여 구성한 회로를 나타낸 것이다. 스위치를 a에 연결할 때 A에서는 빛이 방출되고, B에는 순방향 전압이 걸린다."	4
"그림과 같이 관찰자 A에 대해 관찰자 B가 탄 우주선이 일정한 속력 0.8c로 직선 운동한다. 우주선의 운동 방향과 수직 방향으로 빛을 방출하는 동일한 빛 시계 P, Q가 각각 A, B의 관성계에 대해 정지해 있다. A의 관성계에서 P의 광원과 거울 사이의 길이는 L이다"	3
다음은 물체의 자성에 대한 실험이다	5
그림과 같이 고정된 코일 위에서 N극을 아래로 향한 자석을 아래로 이동시키면서 자석이 중심축상의 점 p를 속력 v로 통과할 때 저항에 흐르는 전류는 방향이 ⓐ이고 세기가 I이다. 	5
"그림은 주사 전자 현미경(SEM)의 구조를, 표는 그림에서 동일한 배율로 시료를 관찰할 때 전자총에서 발생한 전자의 속력과 관찰된 영상을 나타낸 것이다"	7
